FREQ,Frequency,REF_AREA,Reference area,VALUE,Value,UNIT_MEASURE,Unit of measure,BREAKS,COVERAGE,TITLE_TS,Series,1927-Q1,1927-Q2,1927-Q3,1927-Q4,1928-Q1,1928-Q2,1928-Q3,1928-Q4,1929-Q1,1929-Q2,1929-Q3,1929-Q4,1930-Q1,1930-Q2,1930-Q3,1930-Q4,1931-Q1,1931-Q2,1931-Q3,1931-Q4,1932-Q1,1932-Q2,1932-Q3,1932-Q4,1933-Q1,1933-Q2,1933-Q3,1933-Q4,1934-Q1,1934-Q2,1934-Q3,1934-Q4,1935-Q1,1935-Q2,1935-Q3,1935-Q4,1936-Q1,1936-Q2,1936-Q3,1936-Q4,1937-Q1,1937-Q2,1937-Q3,1937-Q4,1938-Q1,1938-Q2,1938-Q3,1938-Q4,1939-Q1,1939-Q2,1939-Q3,1939-Q4,1940-Q1,1940-Q2,1940-Q3,1940-Q4,1941-Q1,1941-Q2,1941-Q3,1941-Q4,1942-Q1,1942-Q2,1942-Q3,1942-Q4,1943-Q1,1943-Q2,1943-Q3,1943-Q4,1944-Q1,1944-Q2,1944-Q3,1944-Q4,1945-Q1,1945-Q2,1945-Q3,1945-Q4,1946-Q1,1946-Q2,1946-Q3,1946-Q4,1947-Q1,1947-Q2,1947-Q3,1947-Q4,1948-Q1,1948-Q2,1948-Q3,1948-Q4,1949-Q1,1949-Q2,1949-Q3,1949-Q4,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4
Q,Quarterly,DE,Germany,R,Real,771,"Year-on-year changes, in per cent",,,,Q:DE:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6526,5.3278,4.9795,4.0367,3.17,1.2436,0.3901,0.0664,-0.6651,0.5598,0.8845,-0.0799,0.4568,0.3105,0.3071,0.2695,-1.0587,-3.9037,-4.6337,-3.7732,-3.6731,-2.6799,-1.687,0.1818,0.7355,1.5132,2.437,2.3071,3.8085,4.0062,4.8205,5.2197,4.9106,5.9695,4.5846,3.1189,2.8431,1.1863,1.2196,2.366,1.5932,2.075,0.8383,-1.7754,-2.1035,-4.594,-5.1009,-4.6524,-4.2173,-2.6847,-2.4155,-2.4831,-3.6968,-4.8976,-4.7076,-4.3944,-3.8285,-3.7917,-2.6643,-1.8166,-0.7963,0.9696,0.7066,0.6855,-0.1727,-1.4806,-1.7263,-1.213,-0.5806,0.5147,1.1183,0.5745,0.3709,-0.24,0.4042,1.5349,3.8902,6.1726,5.6665,4.127,2.7764,1.861,0.2254,-0.1694,-0.2796,-0.9972,0.3603,1.2932,0.0507,-0.3181,-0.6247,0.0557,0.8836,1.4018,1.4779,0.7123,0.2015,-0.5057,-1.4854,-1.4696,-1.9894,-2.7713,-2.6849,-3.279,-3.4681,-3.373,-4.0221,-3.6272,-2.8714,-2.2861,-1.4813,-0.6867,-0.1819,-0.6355,-0.4825,-0.8125,-0.94,-0.3395,-0.7092,-1.1761,-1.5365,-2.494,-2.1056,-2.1626,-2.4762,-1.9082,-1.9937,-1.9785,-2.1136,-2.0909,-2.5024,-2.8097,-2.9858,-3.0183,-2.8634,-2.8176,-1.9786,-2.5397,-2.8388,-2.3519,-3.2973,-1.5102,-0.0271,-0.9961,-0.9706,-2.7799,-3.2354,-2.7986,-0.0062,1.0651,-0.2127,1.7278,0.0926,-1.5983,-0.6739,-1.6075,-2.5546,-0.3362,0.5413,0.2329,1.0961,0.1341,0.2506,-0.0414,0.4241,1.5507,0.6111,1.3175,1.6097,1.4833,1.9298,0.9597,1.0901,2.1236,1.9561,2.7506,4.2395,3.3439,3.5789,5.3708,5.8942,6.8583,7.8884,7.3598,5.0614,4.3654,4.0128,4.7637,5.3008,4.7916,5.0308,4.1777,3.9074,4.208,3.8001,5.2275,5.2865,5.764,8.8797,8.8549,7.6968,9.0768,8.5633,7.532,7.0636,3.3495,-2.1718,-10.1759,-13.4714,-14.9989,-14.98,-10.8169,-7.4925,-4.6574,-2.0614,-0.3653,1.2272,1.0289,0.8742,0.8506
Q,Quarterly,MK,North Macedonia,R,Real,771,"Year-on-year changes, in per cent",,,,Q:MK:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4561,9.6637,1.6581,-3.9015,-2.0575,7.0581,16.8849,11.4431,12.0849,5.1189,-4.9111,3.9925,-1.6166,-0.837,3.5817,-0.1018,-1.9767,2.3153,-2.459,-2.2362,-0.2092,-7.6258,-2.5067,-7.9919,-1.7815,1.8238,-3.1586,6.1918,2.0061,9.0711,14.694,17.1435,12.7988,7.7622,3.8204,-6.0732,1.2219,-0.6436,-0.9219,4.5643,-7.1399,-5.9288,-2.7943,-5.0306,0.0448,-3.6546,-6.5204,-9.0021,-8.6316,-7.3007,-4.8144,-3.6081,-2.6558,1.0487,2.8382,-1.08,2.3825,-0.231,-3.1941,1.4955,2.3559,1.5218,0.4532,1.8223,-4.3392,-3.5346,-2.4162,-2.6899,2.5225,1.0392,1.7064,1.159,0.4471,4.2921,1.0571,3.1684,1.6819,1.0006,1.4753,-0.2961,1.0006,1.3194,2.0042,6.5247,4.4029,3.7591,3.5929,0.904,2.4921,1.6432,3.1907,3.3501,1.1252,7.181,5.2257,6.2839,14.6353,15.8804,19.8227,19.9632
Q,Quarterly,EE,Estonia,N,Nominal,628,"Index, 2010 = 100",,,,Q:EE:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1802,89.2777,94.2764,106.5734,120.5699,132.6668,141.9645,156.8608,161.9595,172.3569,167.3582,164.9588,159.96,155.1612,154.9613,132.5669,104.074,96.7758,89.5776,88.078,98.3754,99.2752,102.9743,99.3752,104.8738,107.973,109.9725,111.0722,112.4719,116.171,119.1702,117.5706,121.1697,125.6686,132.3669,135.866,142.3644,143.864,149.8625,149.5626,153.8615,158.9603,155.861,157.1607,156.9608,161.8595,167.3582,169.2577,169.0577,169.6576,175.3562,177.5556,180.155,182.1545,182.5544,187.6531,190.8523,192.6518,197.3507,203.0492,212.7468,200.4499,205.0487,212.8468,226.7433,232.6418,240.5399,256.2359,274.3314,296.2259,298.7253,299.4251,299.5251,311.0222,310.2224,316.7208,322.9193,331.817,330.2174,328.018,337.8155,350.1125,347.3132,346.2134
Q,Quarterly,JP,Japan,N,Nominal,628,"Index, 2010 = 100",,,,Q:JP:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2115,2.2785,2.3462,2.4327,2.5192,2.6635,2.8077,2.9952,3.1827,3.35,3.5192,3.7163,3.9135,4.1477,4.3846,4.6154,4.8462,5.133,5.4231,5.6923,5.9615,6.4087,6.8558,7.5337,8.2115,8.857,9.5096,9.9471,10.3846,10.8149,11.25,11.6346,12.0192,12.4017,12.7885,13.2212,13.6539,14.1346,14.6154,15.1442,15.6731,15.8643,16.0577,16.3462,16.6346,16.9693,17.3077,17.7885,18.2692,18.9864,19.7115,20.5289,21.3462,22.2596,23.1731,24.3269,25.4808,26.9151,28.3654,29.8077,31.25,32.6844,34.1346,35.4808,36.8269,38.1657,39.5192,40.8173,42.1154,43.9904,45.8654,50.0962,54.3269,58.7734,63.2693,65.9135,68.5577,69.1315,69.7116,67.6923,65.6731,65.8643,66.0577,66.3462,66.6346,67.2116,67.7885,68.5096,69.2308,69.9958,70.7693,71.6346,72.5,73.6953,74.9039,76.4423,77.9808,80.1801,82.4039,85.1443,87.8847,90.7693,93.6539,96.1539,98.6539,100.9966,103.3654,105.4808,107.5962,109.3174,111.0577,112.452,113.8462,114.9459,116.0577,117.0193,117.9808,118.7981,119.6154,120.4327,121.25,121.8716,122.5,123.1731,123.8462,124.7068,125.577,127.5001,129.4231,133.3915,137.4039,138.7981,140.1924,141.6347,143.077,145.4328,147.7885,151.2787,154.8078,160.7693,166.7308,172.516,178.3655,180.577,182.7885,182.5495,182.3078,180.2885,178.2693,176.0578,173.8462,171.6347,169.4231,167.9888,166.5385,165.4808,164.4231,163.7538,163.077,162.5001,161.9231,161.3016,160.6731,159.8558,159.0385,158.3174,157.5962,157.1154,156.6347,156.2044,155.7693,155.1924,154.6154,153.8505,153.077,151.7789,150.4808,149.2377,147.9808,146.5385,145.0962,143.6539,142.2116,140.6731,139.1347,137.5091,135.8654,134.0385,132.2116,130.3948,128.5577,126.4904,124.4231,122.3672,120.2885,118.3654,116.4424,114.7116,112.9808,111.5866,110.1924,108.9493,107.6924,106.827,105.9616,105.3878,104.8077,104.5674,104.327,104.1835,104.0385,103.7981,103.5577,102.8847,102.2116,101.1539,99.2083,97.7081,99.1416,98.2749,99.6083,99.775,100.375,100.2417,100.4417,99.975,100.6084,99.2416,99.9417,98.8749,99.1416,98.8082,99.475,100.575,101.6085,101.5751,102.5419,102.0752,102.7086,102.1752,104.9754,104.6421,105.6421,104.1753,106.6756,107.7423,107.509,106.8089,110.8426,109.9092,110.1425,108.7424,112.5427,112.0093,112.1093,111.476,115.1429,114.1762,113.5095,112.5427,114.6429,113.3761,113.3761,114.3095,118.4765,119.5766,122.6102,122.1102,129.2108,130.5775,132.2444,131.3109,135.3446,134.8112,135.0779,133.9778,138.7116,138.5449,139.445,137.7115,145.2121,143.612,145.4788,144.6454
Q,Quarterly,PE,Peru,R,Real,628,"Index, 2010 = 100",,,,Q:PE:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0315,76.8365,79.4818,83.209,94.6678,86.953,86.9342,90.0048,83.508,84.2299,81.3035,81.1037,72.3135,80.3404,72.3589,75.3653,72.2726,73.1475,84.955,73.0858,61.6596,66.4881,62.9137,64.1743,70.6295,70.7924,67.8024,63.2392,68.7127,60.905,60.587,65.8661,65.424,62.3645,57.159,60.7773,58.5583,61.8216,62.5463,68.5049,65.5528,73.9181,81.8715,82.4275,79.7936,79.6834,86.8411,87.9023,95.7671,99.4244,101.4599,103.2882,110.8822,115.2551,120.6692,119.0424,127.0881,132.9462,135.7141,138.4365,147.379,148.5212,148.1684,147.2723,152.3553,156.972,148.508,148.4147,147.3179,143.3556,141.1768,137.1429,133.0081,134.594,135.0849,135.6076,135.1832,132.5438,134.4119,133.6873,132.9332,131.0152,133.2119,132.9888,133.5102,133.8241,133.1767,129.7182,130.6543,131.3619,131.4962,132.1357,130.1122,129.7524,124.7887,120.9654,119.9112,117.8188,115.0823,113.3167,111.2452,110.8112,110.2764,112.4389,109.5304,108.8665,108.2194,108.4975,108.6773,109.4643,111.0809,113.5186
Q,Quarterly,CL,Chile,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:CL:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5709,4.7101,3.5583,4.6403,5.073,6.365,7.8895,8.3885,5.4056,7.2376,6.8522,7.3553,7.5998,6.3776,6.2554,4.5826,7.7549,8.4627,9.7245,9.1671,10.3622,9.9354,9.4738,10.47,2.563,1.3503,3.6619,7.3717,9.8134,11.6398,7.6179,3.3876,9.7191,11.2251,12.8767,14.9257,12.676,9.6014,9.4767,10.4481,11.1617,11.0388,9.1328,9.0694,9.7726,10.8585,17.4237,15.0709,13.4245,13.5148,11.9367,13.4459,12.2895,7.4683,3.5586,3.5927,6.0463,8.1177,8.7481,9.6774,8.4669,9.7117,11.8001,10.0024,9.9837,7.8195,7.9575,8.0327,8.9676,9.4696,3.882,4.5116,8.1793,10.3522,13.3246,15.4366,7.3929,7.1708,8.102,4.8815,8.3434,7.9902,7.9175,7.6355,7.535,7.1416,6.8538,7.3929,6.6221,6.4644,6.7734,5.5465
Q,Quarterly,KR,Korea,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:KR:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3547,27.711,25.0624,20.6956,27.1152,29.5576,33.3468,42.6236,51.4907,56.0117,51.022,39.5368,25.4853,21.4236,12.7368,8.9914,12.9624,9.5077,9.9943,14.403,8.336,6.2059,9.4189,6.0566,4.6187,3.9732,3.8047,9.1734,16.1714,19.8435,20.0058,17.9349,15.3215,14.1158,12.629,11.0161,8.1389,6.7983,6.4543,6.6386,11.5911,8.3853,5.775,3.8388,-3.0424,-1.9667,0.5081,6.1287,11.4712,17.5412,19.5147,13.8595,13.7056,16.2363,12.6481,13.9476,15.4627,14.9096,17.1986,20.8086,17.5044,13.4011,9.6123,1.9343,-3.111,-8.2057,-8.594,-6.0542,-4.2606,-3.2106,-2.9741,-3.3023,-2.9023,-2.2439,-0.9888,-0.2984,-0.2325,-0.0665,-0.0999,-0.1995,0.1997,0.5326,0.7664,1.3662,2.99,3.245,3.1415,2.4655,-2.3548,-9.7498,-11.8628,-12.8008,-8.7876,-1.3504,2.0735,3.7896,2.6802,2.4856,1.3542,0.709,0,1.5817,5.5907,8.5885,15.1675,17.4394,16.9497,17.0178,11.2711,10.165,8.3251,6.6008,4.9982,2.3005,-0.2377,-2.3085,-1.8016,-0.5223,2.1458,3.4407,4.8303,5.5952,4.8828,9.2748,11.9637,9.9068,9.232,5.2746,2.6897,4.3918,5.0484,3.9371,1.5563,-0.5428,-0.8564,0.6588,2.6757,3.1839,2.1994,1.6627,2.8292,4.7672,6.4007,7.0337,5.7943,3.6244,1.8648,0.2859,-0.4541,-0.8058,-0.612,0.1121,0.7968,1.3881,1.7785,2.0971,2.2104,2.9583,3.9184,4.3427,4.1272,3.0062,2.0549,1.4866,1.2497,1.2395,1.4545,1.2588,1.6199,1.9803,2.1126,3.1762,2.678,1.8502,1.1236,0.0655,1.0914,2.3927,4.5225,7.1684,10.2499,13.009,15.0808,15.7496,12.6089,9.3869,5.2668,-0.0902,-4.3253,-6.7961,-7.324,-5.5994,-2.7963,-0.9673,-0.3283,-0.1629,-0.1533,0.1084,0.3538,0.703
Q,Quarterly,HK,Hong Kong SAR,R,Real,628,"Index, 2010 = 100",,,,Q:HK:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7371,49.4687,48.7067,51.8077,56.1242,58.4935,56.8727,55.2378,52.7462,48.099,45.2061,42.0218,38.9144,36.1342,35.3897,33.4094,30.4542,30.8242,30.4892,28.66,28.8352,29.7875,30.9546,32.5727,33.509,33.4486,33.3308,34.6061,36.0542,38.5722,40.1813,41.0479,40.5984,41.498,43.9373,46.0922,48.4309,52.5368,52.7303,49.6587,51.514,51.9807,51.3767,52.0918,52.8624,53.8771,58.8724,67.7936,74.2993,78.625,83.4938,83.8409,79.3728,77.0225,80.5585,85.3006,83.3913,94.6147,95.1972,92.4175,88.6915,85.3621,82.164,76.343,73.9584,77.7028,79.2879,80.7938,87.2769,102.9375,110.4558,110.5733,104.9255,89.506,79.0146,65.7476,65.0424,66.8824,67.506,67.2553,64.5391,66.4739,62.1616,60.6452,58.4462,56.7564,56.8153,55.1769,52.3583,53.0788,52.1556,49.8731,47.5878,46.0408,44.2881,44.7492,48.1525,55.004,57.6652,58.2613,62.0508,66.9475,70.1139,69.1528,66.2491,67.086,67.7824,67.0214,67.134,69.5867,71.9708,73.9884,78.7419,86.1734,85.4493,83.7555,73.4021,73.2217,79.4908,87.2121,88.8877,93.4491,96.7947,104.0607,105.6681,111.9423,116.7599,117.4072,112.1547,112.5497,121.9704,130.1397,134.033,139.2015,139.8101,143.4171,139.49,137.4699,138.4453,145.5168,148.6109,156.0895,162.5425,165.7412,155.5354,144.2406,145.7869,151.94,160.2309,164.4446,173.0602,175.6699,179.2275,185.6542,195.1355,198.5265,184.9372,183.9822,194.735,189.6288,185.5009,184.6611,186.5493,190.94,186.4041,186.4898,189.6816,193.6996,189.3652,183.5552,182.7035,174.6389,160.7623,161.6107,163.5059,156.7105,145.3754,140.2602,140.8883,132.9822,131.7367,129.0244,129.6833,130.4794,133.2756
Q,Quarterly,PH,Philippines,R,Real,771,"Year-on-year changes, in per cent",,,,Q:PH:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2477,-4.7484,-4.1524,-5.9135,-5.486,-4.5647,-1.8881,-0.406,-0.3848,0.9716,0.71,2.0436,6.9321,5.7098,4.6717,4.8609,4.3334,7.2402,10.565,11.4275,9.4389,8.1305,6.7217,6.9882,8.4043,8.9748,10.0735,9.7193,10.2496,12.0611,6.9589,5.3994,3.6929,-2.5773,-0.8593,2.4611,-1.9118,-0.1369,-1.8352,-5.2207,-0.7755,2.9629,5.5587,7.3238,5.0618,6.6559,3.9201,1.0089,0.0748,-1.5581,0.8757,2.6867,5.5537,3.9629,6.9271,4.6637,1.6751,4.2048,1.8863,-1.0681,3.9833,3.9415,4.2376,7.0312,5.2121,6.1108,0.486,-0.0837
Q,Quarterly,SG,Singapore,R,Real,628,"Index, 2010 = 100",,,,Q:SG:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6438,80.7296,70.2694,64.2896,67.7159,75.5448,81.4938,85.7859,87.8241,89.257,86.0276,83.2556,79.533,78.9313,76.5625,73.6625,72.9214,72.1551,72.5028,72.2312,71.3811,71.0823,70.5029,70.2815,69.3922,69.1607,69.1843,69.7321,70.5878,70.752,71.0848,71.6863,72.9557,74.1722,75.9058,78.5163,83.0921,88.7066,93.9598,98.7721,101.1445,99.1069,95.4672,89.0192,77.2445,74.2987,85.2601,91.2281,95.7487,99.6304,101.3332,103.1571,103.5468,104.812,104.1597,103.4993,102.119,101.4925,101.1846,102.2908,101.6618,103.9846,103.2293,101.392,99.929,98.9428,98.2196,97.3157,96.407,95.7053,94.6465,94.4284,93.9503,93.7797,92.0725,91.4693,90.7751,90.7991,91.4638,92.0459,95.4577,98.7191,98.8157,98.7985,97.95,99.1338,100.5055,100.8014,99.8851,101.0241,101.4285,103.1341,105.7039,105.8037,106.3555,109.9756,108.9188,110.5248,112.5732,112.0231,114.3399,113.0007,112.8568,115.0516,116.1574,116.5867,115.3568,117.8917,118.8421,119.6363,120.4756,120.3952
Q,Quarterly,MX,Mexico,N,Nominal,628,"Index, 2010 = 100",,,,Q:MX:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.552,75.0652,76.4861,76.3238,77.9707,80.0124,81.2138,81.6445,83.7828,86.1737,87.8281,87.7284,89.0422,91.573,93.8626,94.841,96.1445,97.3531,97.5974,97.5239,98.2774,99.3245,100.5778,101.8204,103.7879,105.413,106.5574,107.416,108.0055,108.6432,109.6152,110.4012,112.0894,114.1783,115.8688,116.8736,118.4747,118.9788,119.7511,121.3634,123.5909,128.0902,132.1108,133.7682,135.407,138.069,140.1558,141.6184,145.3789,148.3989,151.2265,153.7489,157.6318,161.2641,164.9095,168.0721,171.8704,176.0633,178.8326,180.9432,183.9652,186.2172,187.8402,190.6729,196.0467,200.6422,204.1149,206.974,211.2251,216.6289,223.3499,228.5141,235.8938,241.6118,246.5366,251.5062,258.7062,264.2148,269.1844,273.4206,279.7973,287.2368,293.0447,297.8198
