FREQ,Frequency,REF_AREA,Reference area,VALUE,Value,UNIT_MEASURE,Unit of measure,BREAKS,COVERAGE,TITLE_TS,Series,1927-Q1,1927-Q2,1927-Q3,1927-Q4,1928-Q1,1928-Q2,1928-Q3,1928-Q4,1929-Q1,1929-Q2,1929-Q3,1929-Q4,1930-Q1,1930-Q2,1930-Q3,1930-Q4,1931-Q1,1931-Q2,1931-Q3,1931-Q4,1932-Q1,1932-Q2,1932-Q3,1932-Q4,1933-Q1,1933-Q2,1933-Q3,1933-Q4,1934-Q1,1934-Q2,1934-Q3,1934-Q4,1935-Q1,1935-Q2,1935-Q3,1935-Q4,1936-Q1,1936-Q2,1936-Q3,1936-Q4,1937-Q1,1937-Q2,1937-Q3,1937-Q4,1938-Q1,1938-Q2,1938-Q3,1938-Q4,1939-Q1,1939-Q2,1939-Q3,1939-Q4,1940-Q1,1940-Q2,1940-Q3,1940-Q4,1941-Q1,1941-Q2,1941-Q3,1941-Q4,1942-Q1,1942-Q2,1942-Q3,1942-Q4,1943-Q1,1943-Q2,1943-Q3,1943-Q4,1944-Q1,1944-Q2,1944-Q3,1944-Q4,1945-Q1,1945-Q2,1945-Q3,1945-Q4,1946-Q1,1946-Q2,1946-Q3,1946-Q4,1947-Q1,1947-Q2,1947-Q3,1947-Q4,1948-Q1,1948-Q2,1948-Q3,1948-Q4,1949-Q1,1949-Q2,1949-Q3,1949-Q4,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4
Q,Quarterly,BG,Bulgaria,R,Real,628,"Index, 2010 = 100",,,,Q:BG:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5273,68.1054,66.798,65.8505,65.2397,68.3358,63.6667,62.6876,59.6427,60.2858,58.8233,55.1288,55.4607,54.6804,55.3547,52.916,50.8219,52.0305,53.996,53.3404,53.0994,55.705,59.7603,61.6804,67.1518,75.3917,84.6487,92.7805,100.1744,103.6746,106.67,105.8353,106.7326,107.2893,113.9896,117.0716,124.3237,130.2862,134.0085,140.1663,144.2981,149.868,151.3111,143.3336,126.2071,113.795,109.6608,106.4038,102.5328,100.8509,99.7716,96.9242,92.9194,90.665,90.6517,88.5088,87.6741,87.7974,86.3435,83.8425,82.7219,83.9647,84.2214,84.0476,85.3128,85.9778,86.4101,86.9539,87.6893,87.9603,88.1879,90.8724,92.3179,95.409,96.2914,98.5426,98.9839,101.3649,103.2898,103.7144,103.8598,106.1932,106.0266,106.1335,107.9212,107.9262,108.9807,109.4062,109.039,109.4203,113.3418,114.7807,117.2827,116.5109,118.7139,117.2995,118.3077,115.5325,116.3476,113.5231,112.084,116.0981,118.1975,118.696,125.763,130.5049,135.1532,137.6134,139.2356,145.1545,148.0171,147.2992
Q,Quarterly,BR,Brazil,R,Real,771,"Year-on-year changes, in per cent",,,,Q:BR:R:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.1759,-5.9156,-4.9102,-6.0554,-8.0891,-6.6051,-2.7691,2.4895,7.7182,8.4573,5.6417,3.7311,2.1893,0.9761,2.122,2.4064,3.6604,6.0132,7.9215,10.1943,11.8668,12.95,13.4868,14.5552,15.4473,15.6069,15.7664,16.4668,17.4829,18.6854,20.1593,20.879,20.3143,19.6624,19.316,16.8762,14.8034,12.7183,10.441,8.9718,7.9434,6.9327,5.3675,4.232,3.126,2.6689,2.8512,2.7118,2.5114,1.242,-0.0354,-1.4019,-4.3481,-6.7953,-9.0621,-10.8149,-11.3424,-10.8985,-10.6817,-9.2231,-7.149,-5.5944,-4.1829,-3.8152,-3.1407,-3.0095,-3.3954,-2.5345,-1.8622,-1.313,0.7018,1.5459,2.1949,4.9868,5.4633,4.5028,3.6443,0.8827,-1.8393,-3.9034,-5.5567,-7.807,-5.9297,-3.9872,-3.1011,-0.9318,-0.7855,0.0665,1.2479,2.1033,1.8038,1.1717,0.5335,-0.3345,-0.6038,-0.3041
Q,Quarterly,CZ,Czechia,R,Real,628,"Index, 2010 = 100",,,,Q:CZ:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4167,108.9481,109.7997,109.8357,106.1096,102.6646,102.4194,101.9253,100.4567,100.0198,99.6389,99.8877,98.922,98.8113,98.0862,96.7592,93.9432,93.691,93.4915,93.3623,91.9821,92.3822,92.5292,92.3901,93.1979,93.8901,94.5124,95.4245,96.3803,96.7559,98.0755,99.6105,100.5191,102.0939,104.4584,108.9574,110.7133,113.191,114.6677,115.1319,116.9162,119.5485,121.8618,123.9897,124.9259,127.1029,128.8327,131.0295,130.9984,132.8256,135.1162,139.0651,145.3161,151.2174,158.5331,164.7857,162.6418,159.8639,155.8373,152.3569,140.706,139.7841,139.1716,140.2002,139.4734,142.0417,144.3525,147.7854,149.2739,153.2942,156.0891,159.5508
Q,Quarterly,CH,Switzerland,N,Nominal,628,"Index, 2010 = 100",,,,Q:CH:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7522,24.6157,25.4131,25.4632,27.2272,27.1575,28.371,28.9063,30.0902,31.9748,33.462,35.1525,37.7761,37.4731,38.2587,37.7138,37.5425,37.63,37.9021,37.6287,36.2185,35.7623,35.4083,35.2478,34.4564,34.6404,34.265,35.3121,35.2929,35.6266,36.3874,36.2706,35.8795,36.776,37.4136,38.5574,39.0507,39.062,40.6217,41.8462,43.5599,42.8472,43.792,44.6167,46.4724,47.7997,48.1645,48.9578,50.1939,49.7465,50.0988,50.8423,51.0134,51.7994,53.1816,53.9204,54.7282,55.9357,55.9416,56.3279,59.3805,58.0664,58.5693,58.4528,60.646,58.5818,59.438,58.9613,60.433,61.3319,61.38,61.0588,62.3667,62.8728,64.8804,67.7748,68.9424,68.1665,69.2153,73.061,74.4353,75.471,75.2827,73.5595,73.6886,75.264,79.0959,77.1668,76.8321,76.4927,74.6384,74.7308,74.6105,76.4282,74.5125,74.229,75.5609,74.702,74.4141,73.7487,74.1583,74.5807,74.3532,73.1133,72.2623,72.5943,73.1076,70.8723,70.9772,70.5548,71.1113,70.0803,70.4219,69.8948,70.4419,70.1794,71.0088,70.9195,70.7157,70.5581,70.7968,70.6704,71.0581,69.5435,70.999,70.7436,70.6944,71.6661,71.8176,70.9928,71.3118,71.3196,71.1092,72.8248,73.3959,73.6229,74.746,75.4163,76.8195,77.3904,78.2761,78.6987,79.9407,80.6491,82.2776,83.6222,84.3436,88.0273,89.2407,90.766,90.3116,91.119,92.3454,93.6784,94.6825,95.8448,96.1839,95.6544,95.7411,96.1575,98.1407,98.9518,100.6296,102.278,105.2029,106.7929,108.9531,109.0988,111.8124,113.1497,114.799,115.1272,117.2725,118.0943,118.2837,119.5504,120.0257,121.5056,121.3459,122.9638,124.1854,123.6844,123.9741,124.4481,125.9269,124.6694,123.8902,122.7876,123.0354,124.702,127.1122,126.849,126.7617,128.7736,129.587,131.4893,132.7897,133.4812,133.6664,136.0167,134.9888,136.8285,137.1256,140.2729,140.199,143.2772,146.6498,150.5325,149.9769,153.9967,155.9098,157.7695,155.8619,157.6822,157.9503,159.7388,158.1655,159.8522,160.7093,163.5224,164.697,167.7727,169.102,169.9662
Q,Quarterly,MA,Morocco,R,Real,628,"Index, 2010 = 100",,,,Q:MA:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5642,103.3111,103.2776,106.8907,102.4851,100.687,101.0589,100.5941,101.2616,101.3484,100.5604,101.7691,100.5604,100.037,100.3821,99.0352,99.3751,100.7712,99.4569,99.1749,99.6147,100.524,98.5771,98.2423,97.5545,97.811,97.1678,97.9265,97.7629,98.3319,97.2072,96.6342,95.9532,96.2358,95.4123,96.0721,95.5494,95.2216,97.1944,98.5991,99.3076,98.8661,98.7446,97.5708,97.3778,96.6044,96.9622,97.5784,97.0499,95.8467,96.6992,96.0018,95.1224,90.6171,94.8135,97.077,95.5117,91.2457,88.4018,87.9482,86.9851,84.1735,83.093,82.0849,80.2765,79.1117,79.2676,78.881,78.8963,78.2686,78.0516,79.6522,77.6398,78.0952,79.2823,80.0068
Q,Quarterly,IE,Ireland,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:IE:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.724,8.9356,14.2322,16.2928,13.8922,12.5452,7.6503,5.2792,8.938,13.3976,8.1218,4.4359,11.7761,16.5406,23.0047,32.41,31.6062,30.4136,31.374,25.6625,24.0157,18.8433,17.1412,23.3074,16.3492,19.0999,25,16.9667,30.5593,33.5677,29.127,24.8942,21.3863,24.9342,20.4978,20.1787,19.6557,12.5592,18.7962,25.1474,18.6091,16.5848,14.62,12.331,11.8075,11.2159,7.0425,5.7075,3.472,0.2165,2.2397,-2.0528,0.8913,2.6103,1.7457,3.8218,1.455,2,1.7325,4.9194,3.3464,4.2484,5.1257,1.3905,1.6851,-1.8479,-0.173,6.538,6.3038,7.4634,7.5941,5.6578,11.4168,9.6512,11.2315,14.7471,14.9931,15.6348,13.9942,4.7654,2.5051,0.4194,-0.1155,5.5621,4.0033,5.8354,3.8617,0.4354,-2.4505,1.7411,2.4268,0.5557,7.41,3.0348,-0.0326,7.5163,6.4609,6.3448,8.8498,7.0731,4.9353,10.4956,17.7387,14.5079,14.4441,18.7712,14.5657,21.7843,26.2112,22.5405,19.6076,21.2958,20.8008,15.8692,21.6183,16.4273,12.8965,17.177,11.8554,13.8316,13.8836,12.1936,5.5611,0.6425,3.7924,4.8582,11.3727,14.1927,12.6201,13.0158,13.1184,13.9232,11.3043,10.6775,10.6457,11.2827,11.2546,12.4163,11.516,10.6259,12.7716,14.8158,17.1243,14.6616,14.5677,10.5989,4.1986,1.3976,-2.3995,-5.4352,-7.8748,-12.0757,-16.4951,-20.0303,-21.2478,-18.9284,-15.8027,-12.6723,-11.5591,-13.4199,-14.4053,-15.9963,-18.5846,-19.6333,-19.6229,-17.1271,-10.8849,-4.8113,-3.1277,-0.8889,3.5149,5.5773,10.3587,16.5022,19.2275,19.5625,17.5132,13.8183,8.6508,6.9037,7.5726,6.324,7.4705,8.5244,9.3218,10.5598,11.7378,11.7227,12.3493,12.6007,9.1132,7.2437,4.4229,2.4783,1.7504,0.7946,0.9774,0.349,-0.7864,0.7145,3.028,5.5652,10.5772,13.8209,14.9362,14.2857,11.8728,8.5966,5.1142,2.7389,1.3817,3.1269,6.321,8.4386,9.9151,9.3648,7.9332,7.7634,7.4753,6.9661
Q,Quarterly,TR,Türkiye,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:TR:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2362,9.1494,8.668,9.1349,9.9664,10.3471,12.192,11.0971,10.8389,11.0979,11.3294,12.3858,11.8232,11.8055,12.7726,13.4586,15.3162,16.5791,15.4697,15.667,14.3102,12.7869,12.5199,11.6486,11.919,11.7369,10.0284,9.6707,8.138,8.3902,7.9871,6.8584,4.0879,2.5203,4.7719,7.7788,14.936,19.6078,28.4942,31.3392,31.4781,34.3039,33.2964,49.206,92.2426,143.2684,180.5053,170.4663,142.6874,105.4445,93.7552,87.2631,63.3482,49.6847,33.2763,28.5446,31.8392,32.6498,32.1311,30.6182
Q,Quarterly,5R,Advanced economies,R,Real,628,"Index, 2010 = 100",,,,Q:5R:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1212,111.0321,107.5492,104.4627,102.3235,100.4966,99.4609,100.2197,100.5708,100.3633,100.3945,100.0216,99.2206,97.9237,97.1839,97.4573,96.4885,96.3237,96.5346,97.1703,97.4137,97.8828,98.7063,99.9249,100.4706,101.0549,100.918,101.9886,102.8202,104.487,104.6882,106.0918,107.003,108.7195,109.1945,110.4761,111.0649,112.3312,113.0794,114.3607,114.7319,115.8236,115.9338,116.7024,117.0146,117.8701,117.6649,118.6958,119.4601,120.9709,122.1206,124.1468,127.1719,129.4905,132.0763,135.2079,136.7598,138.7604,137.6668,135.6327,132.7428,131.9085,131.1107,131.278,130.8587,131.028,130.934,131.7296,131.8841,132.288,131.7022,132.0908,132.3476
Q,Quarterly,4T,Emerging market economies (aggregate),N,Nominal,628,"Index, 2010 = 100",,,,Q:4T:N:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9414,85.7333,87.8278,89.2733,89.1694,88.8538,89.8857,91.6587,93.6258,96.9135,99.4287,101.1908,102.467,102.7878,105.4278,106.5449,108.1059,110.5442,112.2743,113.654,116.0964,118.1581,120.627,123.3318,125.3812,127.4751,129.3755,129.4994,130.1744,131.4904,132.5139,133.5216,134.4864,136.0134,138.8406,140.8471,143.2003,144.5321,147.3015,148.504,150.0353,151.3463,153.7694,156.5753,159.0336,160.443,162.7106,164.5543,166.4224,168.3039,169.8137,171.6688,174.1516,176.3155,179.199,180.9647,183.9315,188.8158,192.5872,195.6757,196.8985,197.9913,200.4133,202.5674,203.551,206.0712,206.0815,205.4752,205.7491,207.9247,208.8019,208.8017,208.6827
Q,Quarterly,BE,Belgium,R,Real,628,"Index, 2010 = 100",,,,Q:BE:R:628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4544,41.3058,40.5499,38.7781,38.785,38.8566,38.7505,37.731,38.7616,39.8675,40.5341,39.7768,40.6731,41.8858,42.8251,42.4891,42.1043,43.7533,43.7123,41.8407,43.4163,43.7321,43.9738,44.3568,47.8512,47.9316,49.0982,49.8681,51.1814,51.8951,53.2998,55.3072,55.3406,55.8259,57.6118,57.5787,58.6445,58.6626,59.4665,58.2092,58.4512,56.5301,55.2732,52.0156,50.6767,49.6494,48.3085,46.6541,44.2983,42.9756,43.6336,42.0661,40.5788,39.7957,39.2537,38.4197,38.1929,37.8842,38.15,37.3569,36.7639,35.9506,37.1346,36.8293,36.7893,37.1941,39.0556,38.508,39.2817,39.0439,40.1987,40.2524,40.9167,41.9249,43.1933,43.5247,45.2419,45.9275,47.3004,48.7573,49.9768,49.4919,50.3957,50.3604,50.3452,49.4545,51.0304,51.4148,51.9205,52.8797,53.0083,52.8144,52.5815,53.8572,53.8906,55.526,55.1847,55.7222,56.7165,56.7447,56.8971,57.1331,58.3604,58.7242,56.8866,57.5492,58.3451,58.5612,55.9468,58.1348,59.3927,59.6166,60.1885,60.0356,62.664,62.6984,63.6484,64.4869,66.6874,65.2944,66.7303,66.4127,66.8442,67.4507,68.3166,67.8228,68.7814,68.6908,69.7482,70.8455,72.4755,73.334,73.7269,74.3877,75.9785,77.2544,78.8499,78.465,80.9843,82.4761,85.6401,86.6113,88.8244,90.7473,92.2248,93.9116,96.2827,97.1506,98.8093,100.25,101.7298,100.9165,100.2148,99.8087,100.5061,100.6476,99.5764,98.8441,101.2324,100.0917,99.4178,99.2191,101.0517,100.2996,99.7994,99.3982,100.9206,100.0634,99.463,99.3698,100.0835,99.3677,99.616,99.7773,100.6686,99.6875,98.186,98.4335,99.9309,100.499,99.1763,99.6713,101.8188,101.3075,99.8489,99.8454,101.8267,101.8682,101.1554,100.9276,103.9629,102.9155,102.5085,102.9604,104.3403,103.0205,103.7313,104.142,107.5508,106.8041,106.5837,107.992,110.0807,112.4435,112.6126,113.9179,115.3707,113.2305,110.7734,110.7344,110.2697,106.6383,107.4156,107.3712,107.5736,108.6997,107.9284,107.1467,107.9619,108.3145,107.0495,107.8057,109.7328,109.7031
Q,Quarterly,ES,Spain,N,Nominal,771,"Year-on-year changes, in per cent",,,,Q:ES:N:771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2986,4.3764,6.2771,7.9229,20.1735,15.304,21.5886,25.7937,26.3538,42.1818,36.5159,28.8644,16.7143,8.1841,5.1534,6.8543,9.3023,16.4303,20.7701,22.795,32.5868,32.8934,36.715,43.8433,41.5541,37.8151,31.8728,22.3087,12.8878,4.7672,3.1083,1.0074,4.9154,6.6138,4.4699,4.0945,3.1234,4.5658,3.6318,2.3701,1.661,0.4746,2.8325,8.4729,17.3955,20.6897,20.9617,18.3015,10.4789,7.3581,6.2138,6.4491,8.8922,9.7703,10.5741,10.9268,8.2341,10.5945,16.6283,25.5202,37.724,40.0601,38.377,35.2499,27.3225,26.3079,24.4349,22.4435,23.7003,23.1709,24.3168,22.0519,20.5507,16.5794,13.5317,12.4295,11.4451,13.9615,14.3768,17.3353,6.041,-0.3423,-2.9093,-7.4211,-3.8454,-0.1353,0.9292,1.5738,1.4812,0.3023,0.7345,0.3099,2.867,3.8138,3.2656,3.8719,2.6148,2.0721,1.4618,1.3384,1.1556,1.2259,1.6956,2.2696,2.4507,3.8946,5.4356,6.763,9.5969,10.8169,11.5905,9.5153,9.7478,9.1804,7.7326,7.7231,8.6443,9.3179,10.2038,11.1947,13.1199,16.1097,16.2757,17.3212,16.917,17.281,17.6704,18.4549,18.3788,17.4786,16.802,17.2458,15.7257,13.9086,13.4309,12.7306,9.2559,9.5098,11.2489,11.5046,13.1255,11.5853,9.2212,5.7006,2.8455,-0.2746,-2.9092,-5.2263,-7.4161,-7.59,-6.9483,-4.3735,-2.9812,-0.9594,-1.7018,-1.4141,-3.5576,-6.2381,-8.0666,-12.7447,-14.183,-15.9596,-16.1039,-12.7483,-12.8143,-10.6082,-6.4241,-6.2899,-1.6021,0.8335,0.2792,1.7592,1.5441,4.0194,4.485,4.2498,6.2791,3.8542,4.0162,4.4122,5.3144,5.5858,6.6597,7.1942,6.2477,6.8032,7.16,6.6849,6.8894,5.4029,4.7975,3.6951,3.2878,2.1807,1.8216,1.6821,0.9455,3.284,4.1693,6.2956,8.5311,8.0518,7.6389,5.4654,3.5455,3.7118,4.53,4.294,6.3898,7.9336,8.2559,11.3592,12.2862,12.7719,12.8372,12.8741
