"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_DC(8.0.0)","MAR.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Morocco","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","119604.8620348115","127081.2861391821","132870.0033042426","142130.0800957118","166668.3238083651","199440.3892768244","226891.8191059702","287343.8363087466","298489.7798603613","319021.3332779118","329716.7323216121","338960.855983679","352631.0888827898","380355.2100332804","397069.6644187469","399433.9331728223","400553.7741750288","399741.4229882905","395462.0654190539","402046.7927101232","409505.6916138092","428669.7737450608","404972.7648497945","429480.1818772696","436114.7015159181"
"IMF.STA:MFS_DC(8.0.0)","MAR.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Morocco","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","127834.371102549","143730.3380003227","160701.6511826963","180429.7507554752","207502.356423316","242860.5557594155","305096.9842213275","320030.2620063196","336695.221875054","361179.6418087085","390624.81","408822.921","424467.35","449978.181","481454.11534207","514081.83","555570.804","579731.803","607743.256","671558.633","724173.886","787438.01","837364.208","935290.638","1030270.667"
"IMF.STA:MFS_DC(8.0.0)","SAU.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Saudi Arabia","Assets, Claims on Private sector","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","2251021.720041","2472302.71675076","2806372.54926686","3079675.07962709"
"IMF.STA:MFS_DC(8.0.0)","SAU.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Saudi Arabia","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","848367.46668883","1037812.53783718","1129362.6198411","1372142.421312978"
"IMF.STA:MFS_DC(8.0.0)","SAU.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Saudi Arabia","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","","","","","","","1266411.05673755","1229218.852179321","1296557.53584367","1309445.620239012"
"IMF.STA:MFS_DC(8.0.0)","G759.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","West African Economic and Monetary Union (WAEMU)","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1189886.000000001","1350716","1462189","1571450.000000002","1592111.999999998","1877147.999999999","2143862","2493884","3177245","3793117.000000005","4102612.999999997","4597651.999999999","5108776.000000008","5826112.999999999","6719194.999999999","7432683","8157835.999999998","9127368","10029887","11133069","12671412","13287121","13976480","15112180","16700329"
"IMF.STA:MFS_DC(8.0.0)","GNB.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Guinea-Bissau","Assets, Claims on Private sector","Domestic currency","Annual","Millions","1157.640535595092","0","2044.70595845405","2622.58501809563","4160.19761124388","6400.39246351949","10735.05203433616","20700.65830488366","17294.71228579026","28304.8617215605","44628.8767274358","62939.9138459181","62723.562490999","72475.6128922946","50186.7542884545","48685.0057838164","96718.8082685817","115510","120195.113654","129111","136503","164585","153909","138054","141186"
"IMF.STA:MFS_DC(8.0.0)","G759.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","West African Economic and Monetary Union (WAEMU)","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1307362","1453249.999999999","1679211","1781656.999999999","1795687.999999999","2107513","2674569","2858153","3432736","4000616.999999999","4794455.999999998","5280421.999999997","5984433.071029007","6808024.300148004","8066129.000000001","9217859.999999998","10097769.00000001","11636140","12637977","15153901","18462129","21529442.4137935","21987171.9794665","23261161","27583390"
"IMF.STA:MFS_DC(8.0.0)","GNB.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Guinea-Bissau","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","111.7409268565047","0","479.4818537130099","402.6783919597991","347.6739251814629","591.5533221663875","4696.638749302064","5789.193858179791","5525.6730318258","7956.376996091568","24322.32908989389","23772.61306532664","22212.98168620887","29928.92071468458","31881.68743718592","30613.70965940813","38728.89614740366","45899","56399","63873","72158","80764","76889","88502","90273"
"IMF.STA:MFS_DC(8.0.0)","GNB.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Guinea-Bissau","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","2854.284186762742","0","8164.792886164657","9915.929480801134","9970.34088885095","12796.34940488068","19092.94602228529","27245.81873908274","30795.17515968373","39789.39712894731","52162.5702691628","46869.31729831459","48500.79775383736","59300.86049049524","79448.59615066444","79778.47548785432","78155.77802598793","84028","74135","88605","105040","120519","129256","143816","140920"
"IMF.STA:MFS_DC(8.0.0)","IND.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","India","Assets, Claims on Private sector","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","58801794.8138182","65233911.686324","73515033.3394601","77877187.3901706","80978474.2311246","87055731.5118254","99732708.5219805","118527018.6847754","132343752.3320175","152094169.8809557"
"IMF.STA:MFS_DC(8.0.0)","IND.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","India","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","11934538.01279","12470101.11276999","13026000.60933","14739561.52067999","16866281.76710001","22060524.12968997","23419356.69062001","25804895.18062996","27107128.20047864","34226575.55739931"
"IMF.STA:MFS_DC(8.0.0)","IND.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","India","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","","100112067.82665","103223565.26951","112710269.15646","123744422.14269","136454432.2084999","149758233.9557398","163321308.67469","184596221.6257795","203071455.4280571","224325272.7298034"
"IMF.STA:MFS_DC(8.0.0)","NZL.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","New Zealand","Assets, Claims on Private sector","Domestic currency","Annual","Millions","","","","","","","","","","","","","326943.735163509","342006.511870702","367327.129079462","392490.795","412424.202","434256.269","458555.428","472689.272","505437.152","528392.593","539037.532","557978.064","583304.134"
"IMF.STA:MFS_DC(8.0.0)","G759.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","West African Economic and Monetary Union (WAEMU)","Assets, Claims on Private sector","Domestic currency","Annual","Millions","2751851.878246184","2884695.414084241","3140693.185206065","3434414.393829576","3679890.30158792","4183040.05847833","4436031","5133783","5900952","7346382.81400215","8284889.21012922","9343818.89180307","10905178.09828332","12187273.93327657","14311394.49835235","15862082.00317271","17752664.49482178","18861256","20373607","21440408","24049084","27469267","30289930","31941500","33669777"
"IMF.STA:MFS_DC(8.0.0)","DJI.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Djibouti","Assets, Claims on Private sector","Domestic currency","Annual","Millions","","25629.4","24967.2","24991.2","25282.4","27578.94","33938.75","43210.792194","54717.431034","66411.70702732","68068.05232089","69598.774038","80466.684","87367.326","93510.04","94614.75","103951.6","112013.41","122699.31","118202.1","112133.711257","125588.4","151198.48","170478.9873046","206823.02140671"
"IMF.STA:MFS_DC(8.0.0)","DJI.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Djibouti","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","34516.3","39066.9","44979.6","54771.9","57162.7","56470.64","67404.221957","73264.97","70036.78347931","66748.739227","83739.29","79364.781","80283.445","87058.99","90482.62","104572.36","98732.6","112166.69","112536.78","129490.26","124090.42","143359.47","169779.98969252","177012.35"
"IMF.STA:MFS_DC(8.0.0)","DJI.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Djibouti","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","20732.5","26876.8","30415.3","29670.3","36661.61","46060.87","57857.177813","74297.15","97468.01463697","92111.19019633","100403.094","116355.083","127196.806","161568.29","180538.14","230450.341","214520.293","230767.61","297982.65","304850.92","302507.05","320109.18","310239.03190681","338453.38"
"IMF.STA:MFS_DC(8.0.0)","TTO.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Trinidad and Tobago","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","19825.77","17976.36","18333.361","21781.236","26241.49811412","33402.31118391","38086.77511196","44131.73047219","46930.63317629","46090.2362649","46580.24078573","49896.1487704","52261.44197445","54638.889925","58504.644","61964.754","59890.427","61897.094","62736.401","64126.84984","65742.893","65331.476","68296.58413513","69727.31810201","73704.119"
"IMF.STA:MFS_DC(8.0.0)","TTO.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Trinidad and Tobago","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","5571.092","7527.356","7026.468","8766.163","12023.467","13020.509","13342.916","16237.59234747","22466.36373416","22786.41425372","24104.81023671","32749.24138603","34323.27353226","39391.129","36929.164","35675.888","35367.965","36444.441","40662.389","45010.92378","45475.548","48703.258","47251.319","47993.009","47092.238"
"IMF.STA:MFS_DC(8.0.0)","PNG.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Papua New Guinea","Assets, Claims on Private sector","Domestic currency","Annual","Millions","1705.706507","1730.151229","1700.312","1715.0062","2122.091161","2917.2778","3954.2665","5099.48286338","5866.77698029","6960.08641654","7511.93616743","8407.51843527","9892.98658527","10243.783859318","10590.66541594","11322.92949008","10910.528573392","11729.4497381","12176.02785209","12676.12424587","13020.80885522","13894.32520506","15984.81858371","16466.55506044","18014.92105575"
"IMF.STA:MFS_DC(8.0.0)","BRN.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Brunei Darussalam","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","2291.67","2570.68","2685.5","2955.26","2974.82929351","3321.193","3153.81166294","3646.93793243","4606.97154304","2992.628081118798","3402.429250882547","3367.359521851162","3487.057404780064","3375.078950795162","3606.678055224789","3539.617601577327","3316.288837885755","3189.896305658452","3505.007778204416","4320.471610549843","4593.972476157125","4677.812877611291","4710.373177786681","4680.723527032319","4804.518489682449"
"IMF.STA:MFS_DC(8.0.0)","TON.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Tonga","Assets, Claims on Private sector","Domestic currency","Annual","Millions","148.46","175.412","198.107","191.468","268.1","283.142","329.259","342.228","312.811","282.524","250.427","244.098","239.602","250.814","287.877","347.181","385.105","423.313","435.19","438.346","426.091","450.43","492.86","530.254","550.694"
"IMF.STA:MFS_DC(8.0.0)","MNG.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Mongolia","Assets, Claims on Private sector","Domestic currency","Annual","Millions","127261.40558921","223449.17049547","407986.05885734","603344.7160905755","837927.5072212856","1213061.719016358","2060799.975298812","2615804.020859372","2656008.842069274","3335901.074901241","5729726.480573919","7296470.909908529","11480550.5420784","12818477.66487797","12116119.3347835","12943257.92524309","14122006.47494417","17414037.73931691","18136133.04091294","16868904.63285924","20570351.07268435","22010540.0069749","27163005.35609119","36206647.94160925","43634761.98536331"
"IMF.STA:MFS_DC(8.0.0)","BRN.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Brunei Darussalam","Assets, Claims on Private sector","Domestic currency","Annual","Millions","5382.34","5616.13","5807.94","6178.67","6391.96654132","6335.04","6882.27730379","7136.80283034","6920.21984395","6838.46993802","6495.326232351","6609.9874301068","7000.0431046323","7129.071489964541","7313.912996935456","6860.730000919951","6499.07832887","6295.517112577869","6419.837368850638","6429.892736761022","6603.807640493924","6998.015873243732","7272.650712998213","7494.012805712495","7679.51909985832"
"IMF.STA:MFS_DC(8.0.0)","PNG.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Papua New Guinea","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1042.185559","1230.386631","1314.4917","1823.8617","2563.408443","3267.3157","4312.6471","4840.6724486","5440.435387","6675.209405","8427.701198","9920.57464","10743.097437","12047.32800259","13401.07324424","14450.61017055","14757.66156608","14199.09597368","15468.29114678","17025.4040497","19953.68686404","23666.90703832","27204.28120914","25407.42280849","29329.44506982"
"IMF.STA:MFS_DC(8.0.0)","TON.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Tonga","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","83.711","83.69","94.587","118.464","161.02","176.667","196.567","195.143","201.396","203.751","183.278","198.91","184.067","201.544","223.454","252.809","309.324","313.571","325.094","356.376","412.734","416.756","416.033","397.588","446.563"
"IMF.STA:MFS_DC(8.0.0)","BRN.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Brunei Darussalam","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","4945.6","4810.87","5028.11","6060.13","5583.56054224","5392.08029214","6131.91058566","6552.78153963","6604.70578081","8755.9030403664","9603.696133378467","9668.210278249097","9701.72665453327","10226.50069836324","9685.805060036668","9907.303681635614","10110.03700065765","10655.82455939117","11009.27119856069","9996.522290122533","10058.38820995755","10185.17143656929","10580.00345996799","11236.36212148419","11497.66071342263"
"IMF.STA:MFS_DC(8.0.0)","PNG.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Papua New Guinea","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","2015.440882","1969.221289","1702.6412","1681.1359","2050.221454","3247.9318","4068.9657","4177.02502367","5533.08435111","5319.41232914","5605.68629064","5750.56882437","5989.25962016","5208.25601627","5305.12134271","6313.50645714","5853.26814236","5510.64269577","5182.72425277","4948.70271018","4965.3665514","5014.56984727","4271.88946974","3816.75520069","4032.89834753"
"IMF.STA:MFS_DC(8.0.0)","MNG.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Mongolia","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","134607.4058116","218359.57435249","363498.24711182","516825.12464233","663359.897611132","978829.240526517","1479926.285798234","1289284.911618501","1809387.013867483","2728223.943231419","3836296.815885403","4782784.491087121","6182006.705484187","7190368.107156453","7214010.847406163","8455737.654528207","10995721.35042329","13042352.94455947","14501606.06052685","18199194.97661235","18927776.14211733","17284434.73593319","21933471.9505208","26795605.49666078","31707305.93454583"
"IMF.STA:MFS_DC(8.0.0)","TON.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Tonga","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","45.42","56.381","65.329","62.54","60.589","56.903","70.421","71.849","65.294","78.699","92.718","112.851","134.628","141.851","173.908","199.412","181.986","218.612","211.07","256.46","301.828","331.516","350.66","429.623","394.431"
"IMF.STA:MFS_DC(8.0.0)","MNG.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Mongolia","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","87296.1673159","130982.38455832","208301.69587583","186109.41326959","316060.728548504","355961.5484083882","628009.1943018563","602385.4888636855","738616.7099302278","1534606.560446428","2004113.557631856","2090358.506397789","2484805.387101554","2756184.453425044","2208494.665651019","3016046.200833663","4095606.528513072","5628448.436026229","5615833.788846353","5456259.119888976","8004582.599916372","11316930.46165014","14594528.14103","14714430.41633373","14304864.59853317"
"IMF.STA:MFS_DC(8.0.0)","KAZ.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Kazakhstan, Republic of","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","285867.051","341810.927","492554.53","782354.461","1112448.223","2169478.336","2901361.608","3437635.768","4106882.983","4684117.22","5054760.905","5863934.735","7203021.605","8147514.797","11610361.45","12521328.521","11847122.92","11457293.933","12041811.52","14700551.048","17425494.84792005","21059847.52940973","24413187.8197778","30538325.76420031","36248831.75831856"
"IMF.STA:MFS_DC(8.0.0)","MEX.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Mexico","Assets, Claims on Private sector","Domestic currency","Annual","Millions","820885.65536","983199.076","1055671","1129514","1330774.668","1739684.6","2052106.474","2089244.763","2194699.493","2450415.275","2846566.265","3149906.065","3612987.501","3832967.79","4432097.637","5215147.441","5895553.21","6304306.948244981","6975866.312635217","6665099.711222065","6971157.181220787","7675148.855297554","8072582.388261608","9026168.869965534","9554026.577881522"
"IMF.STA:MFS_DC(8.0.0)","MEX.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Mexico","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1028889.26","1011970.319","1097480.822","1241377.414","1311713.67","1418172.038","1621493.416","1765065.755","1999716.059","2217835.267","2372440.301","2655909.383","2832150.566","3141476.983","3479040.001","3903337.239","4377870.23522","4572396.17472299","4676888.29313591","5120658.97983515","5485499.37572813","5736348.57817263","6541161.77781431","7675564.36665048","8487521.49858903"
"IMF.STA:MFS_DC(8.0.0)","MEX.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Mexico","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","410604.486","471795.571","545105.178","583194.586","690274.93","790368.662","903915.984","987209.919","1079229.802","1261669.369","1452518.311","1560181.875","1734497.24","1944618.634","2156864.451","2368265.079","2613306.293","2708595.96847075","2959537.61229798","3398351.07232682","3709384.2111575","4050607.99393161","4368280.41375808","4805467.58281522","5119518.42972134"
"IMF.STA:MFS_DC(8.0.0)","SUR.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Suriname","Assets, Claims on Private sector","Domestic currency","Annual","Millions","147.1344","401.941791","566.36479829","755.398","939.751","1250.085743465","1710.63190314428","2303.974330500524","2584.8255476477","2867.7132565687","3405.92589487298","3963.71625438774","4710.92763426","5129.34585145904","5896.10698171","7494.70979486546","7595.382069191944","7224.163240293646","7308.237491960693","9356.330076859263","11058.80264195163","18127.25409441918","21165.49827790763","24911.97692763317","34127.68947155495"
"IMF.STA:MFS_DC(8.0.0)","SUR.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Suriname","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","178.4346","535.618069","530.383912","725.334","881.962","1203.7432048","1605.17201748","1845.89812741005","2245.99956876","2430.03555286","3044.15655729316","3689.7137293525","4507.971573765","4840.61575863384","5682.40827663769","9302.38918478827","9792.10270798692","10337.25830319397","10305.93962959221","16681.10962652796","23370.9342205599","32238.03937248079","38350.79802743913","40317.77503447771","46045.9772240909"
"IMF.STA:MFS_DC(8.0.0)","SUR.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Suriname","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","175.9722","440.594183","715.440116","939.963","945.215","1153.11900288","1461.73219733788","1597.30198165","2011.91948722","2224.14052933","2677.52889676","3230.71220435","3579.614","3670.25492962","3851.31593131","5610.60932676344","6375.4614931913","7216.03784032695","7833.724285133","12582.35377185601","19390.25603122236","31466.60891652133","37797.42183595584","41938.95915487725","53033.06596591487"
"IMF.STA:MFS_DC(8.0.0)","G309.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Eastern Caribbean Currency Union (ECCU)","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","2223.681","2412.656","2696.12","3285.621","3680.634","4237.712","4762.006","4536.907","3982.495","4013.844","4047.574","4463.785","4683.815","5298.025","5964.524","5860.843","6343.176","6813.996","7079.588","5130.533","6544.735","7736.331","8369.21","9285.447","9649.006"
"IMF.STA:MFS_DC(8.0.0)","CRI.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Costa Rica","Assets, Claims on Private sector","Domestic currency","Annual","Millions","1483875.319058253","1812332.296770552","2175331.076609718","2595243.332955807","3384316.122556355","4347483.700964293","6013498.68783975","7925525.617726617","8282166.762159436","8644728.308079038","9832353.722022699","11144859.42672777","12507878.13451789","14699089.53567715","16437663.80968818","18540433.25145707","20112028.02053999","21380576.46217025","20895931.29204405","21601331.12596795","22404722.15693371","23146474.72016195","23575974.5501704","25036474.14980121","25928832.78263245"
"IMF.STA:MFS_DC(8.0.0)","CRI.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Costa Rica","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","35791.402126","33638.845387","45044.460557","57486.766233","34782.892393","54048.409393","61441.4883480073","61870.701851","53171.6408892","76635.6152495","77351.9328854","82947.9030048","99110.66093159","57919.2022378","38541.4836527","40605.451437","55088.0662768","60847.442938","50650.843432","56327.7476753","61946.2104511","73577.0959198","67521.9090477","52019.09510652","45098.0565911"
"IMF.STA:MFS_DC(8.0.0)","CRI.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Costa Rica","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","854492.89396801","1074519.514106477","1323034.554063845","1656317.19945537","2089618.978590708","2698124.343633637","3219131.363621318","3998848.830298634","4331470.323548518","4839606.07981742","5191222.829068442","5520300.838524996","6148022.450512236","6977973.648749532","7881567.615298849","8576546.673577854","8817950.452313279","9517989.075637554","10308848.78482572","13630474.36438387","16369082.92380102","15506883.77689868","15658664.87143194","17296432.06815796","18275386.61359863"
"IMF.STA:MFS_DC(8.0.0)","ARG.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Argentina","Assets, Claims on Private sector","Domestic currency","Annual","Millions","","","","","","","","","","207648.67","301622.716","396683.391","521179.469","625363.089","847834.55","1110515.759","1675923.215","2267210.24","2754942.421","3661210.366","5210142.153","8812297.29168052","22778396.43528674","76368606.75136061","134149686.1753511"
"IMF.STA:MFS_DC(8.0.0)","ARG.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Argentina","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","167375.823","206835.377","275178.169","348470.568","473339.188","619040.249","1093521.796","1430412.623","2134723.063","2704061.232","4426972.689","6789324.694","10067017.57317713","30259898.42953535","69931341.62513904","94337776.23061214"
"IMF.STA:MFS_DC(8.0.0)","ARG.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Argentina","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","141879.875","173350.939","231783.689","304424.151","393272.162","604275.793","713385.23","905204.498","1608567.229","1930484.632","3324243.692","4998789.813","12870831.73198247","32034916.47252921","66051555.34916191","103821540.683987"
"IMF.STA:MFS_DC(8.0.0)","JAM.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Jamaica","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","146679.732","168960.286","190749.041","219361.257","233558.928","268791.653","302667.361","328766.943","360410.669","373907.404","391281.784","418008.927","480060.983","499122.027","556938.168","645838.038","238274.1201748164","229263.9050551628","232238.7919218598","274675.2913004138","290021.5129923171","302501.9446127554","344928.4385687697","413414.508414138","460085.8444407253"
"IMF.STA:MFS_DC(8.0.0)","JAM.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Jamaica","Assets, Claims on Private sector","Domestic currency","Annual","Millions","54777.238","69283.738","99929.359","124568.477","146904.429","183841.128","241836.747","301141.55","304717.691","304399.487","332455.261","380943.165","426331.668","452131.462","498392.137","563829.929","770276.4248108506","872389.0857454456","1017080.14646486","1116058.733135024","1201425.864036057","1329826.019739827","1467170.906001554","1549911.187222889","1651898.844258318"
"IMF.STA:MFS_DC(8.0.0)","JAM.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Jamaica","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","31586.122","36148.149","36794.5","45473.471","49476.739","56452.374","70541.708","64540.088","73074.977","82565.962","85033.431","102226.745","110172.204","129852.444","154413.159","158361.379","655811.0327881645","750680.7501525832","839017.703848369","988979.6915569087","1131550.12423715","1252122.132777694","1383157.02974558","1454410.151956617","1650003.077934019"
"IMF.STA:MFS_DC(8.0.0)","WBG.ODCORP_A_ACO_PS.USD.A","OBS_VALUE","West Bank and Gaza","Assets, Claims on Private sector","US dollar","Annual","Millions","857.216510749087","860.379909096376","860.783697395902","1064.12655478558","1355.55421655572","1401.862337","1329.682177","1284.37116","1578.632337","2067.491014","2567.558608","2935.159164","3256.29744","3819.325313","4551.686901","5624.717489","6728.988921","7293.887052","7693.422708","8108.377629","8568.78183586","9141.26484024","9824.822205934987","9388.051050438381","9689.41853872"
"IMF.STA:MFS_DC(8.0.0)","WBG.ODCORP_L_F22_IBM.USD.A","OBS_VALUE","West Bank and Gaza","Liabilities, Transferable Deposits, Included In Broad Money","US dollar","Annual","Millions","772.137494298753","785.785864677093","1051.82983561442","1215.92656554609","1325.14882553944","1327.315334","1633.366869","1803.885462","2139.530896","2569.182504","2728.498121","3467.791753","3820.962742","4046.96306","4444.526824","4887.292442","5082.624461","5021.992546","5443.188788","6546.938836","7201.98057784","7322.01988211","8978.80766155684","10298.34427945309","12569.74057621"
"IMF.STA:MFS_DC(8.0.0)","WBG.ODCORP_L_F29_IBM.USD.A","OBS_VALUE","West Bank and Gaza","Liabilities, Other Deposits, Included In Broad Money","US dollar","Annual","Millions","2461.032224282","2298.33572911448","2300.49260293607","2282.51478703963","2308.3892682097","2523.003656","3006.300433","3444.171508","3424.313459","3527.154216","3611.228376","3300.440396","3672.590658","3966.836524","4377.837664","4846.80115","5907.066421","6371.267708","7090.701022","7735.990285","8272.75550055","8133.39982403","7526.91461180316","7378.646826109073","7921.68912317"
"IMF.STA:MFS_DC(8.0.0)","JPN.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Japan","Assets, Claims on Private sector","Domestic currency","Annual","Millions","561873600","517862300","496231300","486487400","509512900","516284300","518951600","510931100","504562200","497912100","492465200","500132800","523272100","535995200","547433000","563454100","586304500","590578200","614231700","650894400","663948000","681972600","711437100","734407000","769025300"
"IMF.STA:MFS_DC(8.0.0)","MYS.ODCORP_A_ACO_PS.XDC.A","OBS_VALUE","Malaysia","Assets, Claims on Private sector","Domestic currency","Annual","Millions","448594.039","465036.321","496624.482","529174.011","577785.03","617606.79","674790.058","743805.909","794459.972","879241.945","987908.218","1107754.531","1220227.430594029","1333581.181874509","1448404.79722164","1523824.242955339","1607349.476482868","1740875.701108511","1825547.377792388","1897738.696076477","1970442.775286658","2029050.94308194","2135471.205278122","2243077.808787533","2385512.603772744"
"IMF.STA:MFS_DC(8.0.0)","JPN.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Japan","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","703934200","644812300","579334000","566845400","544895500","536615500","541624600","556227100","571482400","576076300","580027300","584924500","595543400","601327200","609111800","593147500","586497400","573526600","562187200","545908600","530126500","522595200","510583400","510789800","529931400"
"IMF.STA:MFS_DC(8.0.0)","MYS.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Malaysia","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","56414.168","67860.27","80276.466","90303.187","101388.381","113803.231","137022.083","150764.866","170428.437","192074.809","219396.813","252113.5","284798.525138","306352.242143","322312.715912","334062.904476","357548.897623","359804.003947","379769.163473","438350.176096","489462.476879","507886.765446","542317.068202","563878.494132","621349.810787"
"IMF.STA:MFS_DC(8.0.0)","JPN.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Japan","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","241969200","307282700","376796200","395026700","416981200","418400000","418751300","413058300","418902700","431473600","456686900","473800300","499985000","523605700","544717600","596655400","637578400","674219900","712838200","821438500","877433100","918377100","959011000","975978200","972154400"
