"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","PRICE_TYPE","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:ANEA(6.0.1)","BEN.B1GQ.V.XDC.A","OBS_VALUE","Benin","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","148215000000","168532000000","187659000000","203307000000","218253000000","228257000000","244301000000","256522000000","278269000000","291533000000","329970000000","360679000000","381585000000","261234000000","294890000000","342353000000","381751000000","448143000000","","","","","","","","","","","","","","","","","","","","2263340000000","2499930000000","2685130000000","2909670000000","3102020000000","3264370000000","3462850000000","3674800000000","3909980000000","4365330000000","4580010000000","4718030000000","5039210000000","5688290000000","6182560000000","6559330000000","6732810000000","7005230000000","7375300000000","7922000000000","8432250000000","9008800000000","9809690000000","10854500000000","11934900000000","13025900000000",""
"IMF.STA:ANEA(6.0.1)","KWT.B1GQ.V.XDC.A","OBS_VALUE","Kuwait","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32580600000","39619800000","30496200000","33079100000","42511600000","48722200000","49392000000","46285600000","34474000000","33055800000","36610700000","41731084949.0627","42765550903","34005787556","44781706052","56331690864","50803600000","49140000000",""
"IMF.STA:ANEA(6.0.1)","MOZ.B1GQ.V.XDC.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5529668246.70961","7043070942.56227","11170052481.245","17862796543.5748","27629314590.6775","45515261388.906","56259542262.3028","65917213209.4817","80294385453.502","90307729944.9414","116978761380.633","140902062641.145","156571193593.61","179233890449.387","204516281098.884","241557230832.619","279371709895.217","313972580315.094","337481536036.252","387549074605.232","424947383007.555","473491595578.848","517732700349.728","563666355950.786","648075352110.086","761028906916.477","843423195312.5","905940307617.188","970297226562.5","988863485351.563","1058441811523.44","1205729077148.44","1336560592773.44","1453541041015.63",""
"IMF.STA:ANEA(6.0.1)","SWZ.B1GQ.V.XDC.A","OBS_VALUE","Eswatini, Kingdom of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11630000000","13482000000","13871000000","16348000000","17461000000","18601000000","23688000000","26511000000","27550000000","30761000000","31562000000","34897000000","38868000000","42560000000","48436000000","53620000000","57167000000","60325000000","60579000000","66137000000","68174000000","72887805726.6573","82267603494.5417","92501026676.9405","98662027924.1135",""
"IMF.STA:ANEA(6.0.1)","SWZ.B1GQ.Q.XDC.A","OBS_VALUE","Eswatini, Kingdom of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24493000000","24944000000","30375000000","31866000000","30444000000","30492000000","36170000000","37865000000","34510000000","33977000000","33945000000","34897000000","36844000000","36214000000","38621000000","39088000000","38595000000","39566000000","39868000000","41553000000","41586000000","45468915533.3293","49703094163.5665","56821561291.6997","58408896068.6788",""
"IMF.STA:ANEA(6.0.1)","LBN.B1GQ.Q.XDC.A","OBS_VALUE","Lebanon","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46025586824034.1","47261732512249.4","47994060147772.7","52462605922279.9","57220506946890","63075398239619.7","68105746753762.1","77980000000000","80149000000000","83186000000000","85224000000000","85643000000000","87037000000000","87727000000000","86072000000000","80359000000000","58805000000000","60030000000000","61102000000000","61414000000000","56807947768745.9",""
"IMF.STA:ANEA(6.0.1)","DMA.B1GQ.V.XDC.A","OBS_VALUE","Dominica","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","46089156","50857000","53186341","62304000","82303819","91647950","107697887","123860000","154250000","148550000","196570000","221690000","241720000","266400000","294720000","322630000","364940000","410050000","461990000","499870000","543860000","593360000","631960000","662920000","713810000","741210000","789170000","818070000","870510000","895750000","900370000","918550000","899630000","926940000","991440000","983490000","1053680000","1137710000","1237110000","1320500000","1333330000","1352770000","1312190000","1345400000","1404560000","1459990000","1555820000","1405890000","1497880000","1651150000","1367860000","1499220000","1640090000","1757350000","1885000000",""
"IMF.STA:ANEA(6.0.1)","GIN.B1GQ.V.XDC.A","OBS_VALUE","Guinea","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21358668076118.5","25986873403857.7","31671590718698.1","31863036681065.8","38855754548947.6","44463458671064.1","52559202041714.4","56977996320114.5","60682524815117","65829100000000","77087900000000","93833900000000","106845300000000","123457600000000","135611600000000","155634480138837","177641251736891","204212935997330","223084116687599",""
"IMF.STA:ANEA(6.0.1)","MOZ.B1GQ.Q.XDC.A","OBS_VALUE","Mozambique, Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159785291613.589","147678923729.12","163835640379.484","174386956643.967","178089006461.229","197137248145.524","220428907417.864","243285693299.127","272034730885.846","274119156094.724","309348078425.13","339257413866.499","363743999210.864","393588121117.476","418431496949.477","459900893371.799","495080340463.873","529132112003.83","560504206107.701","597944370054.28","640602070796.23","691815023633.779","737277052230.008","794066321845.533","852772388977.301","892827024927.465","916381653320.313","948316979492.188","970297140625","958464144531.25","981250982421.875","1024077229492.19","1080212247070.31","1103421379882.81",""
"IMF.STA:ANEA(6.0.1)","GIN.B1GQ.Q.XDC.A","OBS_VALUE","Guinea","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23209112542753.3","28364645548621","31812922327238.1","34141582272673.7","41976171840958.2","48285845641267.7","55481156099805.8","60065021148933.7","64043774437426.9","72952494975335.1","85027726110014.8","95462304809596.9","70747142000000","37653621000000","39755706936414.2","41333737464384.3","43689633620942.8","46342996366029.2",""
"IMF.STA:ANEA(6.0.1)","LBR.B1GQ.Q.XDC.A","OBS_VALUE","Liberia","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245490342657.343","264449780885.781","286650988344.988","311995729603.73","314156909090.909","314255144522.144","309048666666.667","316711030303.03","320640447552.447","312585142191.142","303351011655.012","318479268065.268","341665204007.506","360843354508.048","379167514925.54",""
"IMF.STA:ANEA(6.0.1)","SMR.B1GQ.V.XDC.A","OBS_VALUE","San Marino, Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1817500000","1878600000","1700800000","1615300000","1477500000","1401400000","1404653000","1390515000","1279300507","1326532028","1353143902","1401708779","1443741368","1352406806","1568726185","1739426829","1838075503","1886110542.81173",""
"IMF.STA:ANEA(6.0.1)","ATG.B1GQ.V.XDC.A","OBS_VALUE","Antigua and Barbuda","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2231200000","2161300000","2198830000","2312270000","2483270000","2762000000","3125690000","3544450000","3699190000","3316490000","3101490000","3459610000","3583190000","3578650000","3722840000","3881940000","4022170000","4134110000","4486130000","4658450000","3809150000","4323690000","5042880000","5489330000","6041709034.34269",""
"IMF.STA:ANEA(6.0.1)","SUR.B1GQ.V.XDC.A","OBS_VALUE","Suriname","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7206325000","8060532000","9698055000","10638424000","11993015600","14451881100","16433675000","","503240000","17514646933.7089","20662991690.8222","26893278000","29821677682.2141","31732343413.3657","38719469261.5939","61226087000","93687387000","127711318000","146551036000",""
"IMF.STA:ANEA(6.0.1)","DMA.B1GQ.Q.XDC.A","OBS_VALUE","Dominica","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","476000000","527000000","549000000","563000000","587000000","595000000","637000000","678000000","731000000","729000000","769000000","779000000","795000000","812000000","812000000","837000000","863000000","882000000","915000000","918000000","940000000","939000000","913000000","971000000","1000000000","1007000000","1054000000","1121000000","1200000000","1186000000","1194000000","1192000000","1179000000","1167000000","1223000000","1189000000","1222000000","1141000000","1182000000","1247000000","1040000000","1111000000","1174000000","1229000000","1272000000",""
"IMF.STA:ANEA(6.0.1)","STP.B1GQ.V.XDC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000000","3000000","3000000","3000000","3000000","4000000","5000000","6000000","9000000","12000000","17000000","22000000","31000000","54000000","97000000","148000000","300000000","422000000","501000000","554000000","612000000","633000000","726000000","893000000","1035000000","1321000000","1660000000","1958000000","2763000000","3253000000","3529000000","4021000000","4407000000","4966000000","5450000000","5783000000","6512000000","7056000000","8022000000","9106000000","10211000000","10942000000","12690000000","15762000000","18756000000",""
"IMF.STA:ANEA(6.0.1)","MRT.B1GQ.Q.XDC.A","OBS_VALUE","Mauritania, Islamic Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116728305092.036","121015943864.357","116274507916.715","115344900377.989","116938371682.318","125040177323.791","130958026156.953","142176266931.667","168241724477.579","164928333655.597","164382290258.965","164543180897.191","168854589861.773","175900525966.194","183763302687.434","191390974060.031","199572600000","210302300000","212954021084.544","215458430378.059","225740480868.937","232831000365.495","231991278182.558","233714313362.866","249606886671.865","265831334305.065","",""
"IMF.STA:ANEA(6.0.1)","SUR.B1GQ.Q.XDC.A","OBS_VALUE","Suriname","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7669468000","8060532000","8394994000","8648293000","9094810000","9626583000","9886206000","","6834000","17514646933.7089","16654387260.0273","16915201366.6755","17752210554.9772","17959484000","15090422000","14722912000","15077178000","15441532000","15707274000",""
"IMF.STA:ANEA(6.0.1)","STP.B1GQ.Q.XDC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1828000000","1640000000","1690000000","1625000000","1527000000","1669000000","1572000000","1526000000","1556000000","1605000000","1570000000","1589000000","1600000000","1618000000","1654000000","1687000000","1712000000","1729000000","1772000000","1816000000","1825000000","1868000000","1913000000","2039000000","2117000000","2267000000","2473000000","2554000000","2763000000","2854000000","2896000000","2953000000","3040000000","3196000000","3353000000","3405000000","3581000000","3728000000","3891000000","3970000000","4074000000","4151000000","4158000000","4174000000","4220000000",""
